"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000184752",328.845553178034,-0.483529073509164,0.108563188857291,-4.45389527148816,8.43262446710235e-06,2.39138357687789e-05,"NDUFA12","55967","NADH:ubiquinone oxidoreductase subunit A12"
"ENSG00000123983",1925.41992091961,0.232700720809035,0.0522577555240831,4.45294135722676,8.47018940428985e-06,2.40156161025941e-05,"ACSL3","2181","acyl-CoA synthetase long chain family member 3"
"ENSG00000277258",619.484668348788,0.350969222868388,0.0788681498584514,4.4500755184227,8.58400994934285e-06,2.43335217797046e-05,"PCGF2","7703","polycomb group ring finger 2"
"ENSG00000018510",986.477025651534,0.313976846001179,0.070620016172657,4.44600359809527,8.74824833446237e-06,2.47941955265859e-05,"AGPS","8540","alkylglycerone phosphate synthase"
"ENSG00000160352",115.745603226442,-0.758964799295943,0.170745390620158,-4.44500900750138,8.78881849136336e-06,2.49042572583762e-05,"ZNF714","148206","zinc finger protein 714"
"ENSG00000204682",58.9706290757201,-1.06115363828605,0.238824853692018,-4.44322951268082,8.8618545443416e-06,2.51062536587126e-05,"MIR1915HG","399726","MIR1915 host gene"
"ENSG00000188610",16.596191894567,-2.22942589561226,0.501830897377086,-4.4425839605827,8.88849311081767e-06,2.51767489042536e-05,"FAM72B","653820","family with sequence similarity 72 member B"
"ENSG00000075131",64.5286074027079,-1.01872927104748,0.229363292252563,-4.44155322781865,8.93118475896848e-06,2.52926778492036e-05,"TIPIN","54962","TIMELESS interacting protein"
"ENSG00000116132",1479.06869398694,-0.275647988260213,0.0620656645396873,-4.44123156183967,8.944547822919e-06,2.53255203017732e-05,"PRRX1","5396","paired related homeobox 1"
"ENSG00000253953",250.922778838818,0.532876926431621,0.120111030576276,4.43653612723954,9.14179983676915e-06,2.58789086970206e-05,"PCDHGB4","8641","protocadherin gamma subfamily B, 4"
"ENSG00000167965",420.565357960721,-0.418130293741964,0.0942564705443398,-4.43609113864781,9.16070761531792e-06,2.59273155538335e-05,"MLST8","64223","MTOR associated protein, LST8 homolog"
"ENSG00000182831",1482.11565060151,-0.26534738671588,0.0598247015289838,-4.43541513679471,9.18950277049164e-06,2.60036817741951e-05,"HAPSTR1","29035","HUWE1 associated protein modifying stress responses"
"ENSG00000175548",122.188383371667,0.750378070807031,0.169187380968985,4.43518935342222,9.19913954997232e-06,2.60258157992016e-05,"ALG10B","144245","ALG10 alpha-1,2-glucosyltransferase B"
"ENSG00000127423",20.8088303974424,-2.01706670742551,0.454925552320597,-4.43383911309523,9.25697170736846e-06,2.61842665197971e-05,"AUNIP","79000","aurora kinase A and ninein interacting protein"
"ENSG00000149600",810.233634818415,-0.309159443367389,0.0697391635339669,-4.43308218368308,9.28954353440959e-06,2.62712174772171e-05,"COMMD7","149951","COMM domain containing 7"
"ENSG00000074964",234.045132513187,-0.534893001262911,0.120661784102305,-4.43299430090801,9.29333235101308e-06,2.62767506399603e-05,"ARHGEF10L","55160","Rho guanine nucleotide exchange factor 10 like"
"ENSG00000196159",959.147866846395,-0.39557589559781,0.0892420929628919,-4.43261562413485,9.30967481903605e-06,2.63177698757729e-05,"FAT4","79633","FAT atypical cadherin 4"
"ENSG00000152642",156.59414143196,-0.721018854868577,0.162678710052656,-4.43216481514512,9.32916608134337e-06,2.63676726000286e-05,"GPD1L","23171","glycerol-3-phosphate dehydrogenase 1 like"
"ENSG00000081913",187.257740945726,0.604325293918624,0.136389008133704,4.43089441141912,9.38430345899394e-06,2.65182849074743e-05,"PHLPP1","23239","PH domain and leucine rich repeat protein phosphatase 1"
"ENSG00000198246",90.6916502412353,0.862374469179229,0.194822939610387,4.42645240290405,9.5795507817399e-06,2.70646843500654e-05,"SLC29A3","55315","solute carrier family 29 member 3"
"ENSG00000101546",114.905111449102,-0.78125347814619,0.176610052558482,-4.42360707574948,9.7066489072578e-06,2.74183675357463e-05,"RBFA","79863","ribosome binding factor A"
"ENSG00000063127",49.9306347173583,1.16168292828846,0.262664217995478,4.42269197210735,9.74786694820238e-06,2.75293737503289e-05,"SLC6A16","28968","solute carrier family 6 member 16"
"ENSG00000223802",41.7411476212392,1.28621213643511,0.290898887980335,4.42150929267925,9.80138483075193e-06,2.76750659298707e-05,"CERS1","10715","ceramide synthase 1"
"ENSG00000185127",1219.87210614842,0.278000020239732,0.0628870442566456,4.42062468551071,9.84159787951764e-06,2.77831407854651e-05,"C6orf120","387263","chromosome 6 open reading frame 120"
"ENSG00000058866",24.1842682057374,-1.75553968065808,0.397129161224307,-4.42057610487716,9.84381084832556e-06,2.77839187907571e-05,"DGKG","1608","diacylglycerol kinase gamma"
"ENSG00000160447",64.3351896546447,-0.995636175836108,0.2252469999773,-4.42019727648513,9.86108373625821e-06,2.78253546381062e-05,"PKN3","29941","protein kinase N3"
"ENSG00000167107",161.770709572513,-0.635199830705782,0.143704872826392,-4.42016904655111,9.86237205393583e-06,2.78253546381062e-05,"ACSF2","80221","acyl-CoA synthetase family member 2"
"ENSG00000185122",1120.35565197949,-0.281176430011657,0.0636319084261776,-4.41879611921216,9.92522216578134e-06,2.79971697638612e-05,"HSF1","3297","heat shock transcription factor 1"
"ENSG00000197969",1002.88158620388,-0.312461336721237,0.0707358166837198,-4.41730019345563,9.99413837631217e-06,2.81849449191818e-05,"VPS13A","23230","vacuolar protein sorting 13 homolog A"
"ENSG00000163328",167.601986811236,-0.697582329838495,0.15792174063485,-4.41726596372479,9.99572065120694e-06,2.81849449191818e-05,"GPR155","151556","G protein-coupled receptor 155"
"ENSG00000187372",65.7204515641272,0.999300756928579,0.226233528514249,4.41712050150708,1.00024473351614e-05,2.81983678461862e-05,"PCDHB13","56123","protocadherin beta 13"
"ENSG00000100028",1097.17587257526,-0.282684909650604,0.0640089714506136,-4.41633263656972,1.00389561702336e-05,2.82957292526179e-05,"SNRPD3","6634","small nuclear ribonucleoprotein D3 polypeptide"
"ENSG00000129518",339.720487597669,0.513803150423359,0.116390330276264,4.41448313793592,1.01251607261963e-05,2.853309687058e-05,"EAPP","55837","E2F associated phosphoprotein"
"ENSG00000132792",519.224019399614,-0.376705483039749,0.0853350505090889,-4.4144285471493,1.01277158964602e-05,2.85346903086712e-05,"CTNNBL1","56259","catenin beta like 1"
"ENSG00000111077",544.069159182659,-0.394387172428407,0.0893536487644603,-4.41377803684354,1.01582110404262e-05,2.86149881223241e-05,"TNS2","23371","tensin 2"
"ENSG00000163832",275.628300320376,-0.51037455407025,0.115641933737706,-4.4134038369495,1.01757927948823e-05,2.86588854028688e-05,"ELP6","54859","elongator acetyltransferase complex subunit 6"
"ENSG00000107537",222.64103959779,0.547862562629464,0.124151904837145,4.41284057097728,1.02023126131643e-05,2.87279334744529e-05,"PHYH","5264","phytanoyl-CoA 2-hydroxylase"
"ENSG00000198718",336.193065900973,0.460316491379036,0.10431771947459,4.41263951797912,1.02117946121086e-05,2.87489883259224e-05,"TOGARAM1","23116","TOG array regulator of axonemal microtubules 1"
"ENSG00000105583",489.455916710642,0.40501437232837,0.091796743549079,4.41207777824743,1.02383318349017e-05,2.88180405975122e-05,"WDR83OS","51398","WD repeat domain 83 opposite strand"
"ENSG00000147571",15.6012006641834,2.30430356276174,0.522439313408767,4.41066264276097,1.03054767002919e-05,2.90013424958569e-05,"CRH","1392","corticotropin releasing hormone"
"ENSG00000137312",1726.14923798694,-0.246845891354144,0.0559663717632169,-4.41061093612612,1.03079380050315e-05,2.90025777771547e-05,"FLOT1","10211","flotillin 1"
"ENSG00000071894",1949.25993878734,0.235630349865551,0.0534305259321382,4.41003238794287,1.0335515979717e-05,2.90744673725229e-05,"CPSF1","29894","cleavage and polyadenylation specific factor 1"
"ENSG00000008853",413.716324061181,0.412322279289293,0.0935212340562341,4.40886268717717,1.039148813969e-05,2.92261877645213e-05,"RHOBTB2","23221","Rho related BTB domain containing 2"
"ENSG00000134278",732.622615182336,0.321855018191571,0.0730041838551685,4.40872017458742,1.03983273573391e-05,2.92350059467105e-05,"SPIRE1","56907","spire type actin nucleation factor 1"
"ENSG00000070770",895.414680886779,-0.345085460014242,0.0782735249505575,-4.40871239965518,1.03987006020619e-05,2.92350059467105e-05,"CSNK2A2","1459","casein kinase 2 alpha 2"
"ENSG00000220205",535.787659326939,0.37469203606362,0.0850062548679192,4.40781724410525,1.04417592319963e-05,2.9350307555088e-05,"VAMP2","6844","vesicle associated membrane protein 2"
"ENSG00000180332",9.37702180546424,-4.25822309343289,0.966104418663305,-4.40762200355582,1.045117325324e-05,2.9371012272137e-05,"KCTD4","386618","potassium channel tetramerization domain containing 4"
"ENSG00000174106",617.534675264843,0.350919620349133,0.0796334415105571,4.40668660920062,1.04963882251302e-05,2.94923008496459e-05,"LEMD3","23592","LEM domain containing 3"
"ENSG00000163527",3180.61545333964,-0.196518619867395,0.0446232152061092,-4.40395473431709,1.06295131487442e-05,2.98604991314673e-05,"STT3B","201595","STT3 oligosaccharyltransferase complex catalytic subunit B"
"ENSG00000136026",15152.1787215024,-0.158709690657075,0.0360414895630605,-4.40352750624766,1.06504773049081e-05,2.99135321248899e-05,"CKAP4","10970","cytoskeleton associated protein 4"
"ENSG00000276234",205.001848876351,-0.557956121457975,0.126712357135337,-4.40332840515343,1.06602607118664e-05,2.99351476148182e-05,"TADA2A","6871","transcriptional adaptor 2A"
"ENSG00000058453",290.439020778139,0.501366256338303,0.113862951533485,4.40324310573364,1.06644547702888e-05,2.99410622280173e-05,"CROCC","9696","ciliary rootlet coiled-coil, rootletin"
"ENSG00000179241",190.099110647149,-0.581774939007144,0.132129675213658,-4.40306038795899,1.06734440618861e-05,2.99604347800955e-05,"LDLRAD3","143458","low density lipoprotein receptor class A domain containing 3"
"ENSG00000069509",90.9010521896784,-0.851420593201863,0.193393503089114,-4.40252945213747,1.06996059510255e-05,3.00279939224377e-05,"FUNDC1","139341","FUN14 domain containing 1"
"ENSG00000132849",53.8113543688004,-1.10372035464622,0.250722705508125,-4.40215557027186,1.07180657275041e-05,3.00739152021397e-05,"PATJ","10207","PATJ crumbs cell polarity complex component"
"ENSG00000143751",485.838204307317,0.395267800041426,0.0898068762111677,4.40130886093858,1.07599830300382e-05,3.01856253195966e-05,"SDE2","163859","SDE2 telomere maintenance homolog"
"ENSG00000181061",658.77832245246,-0.363999756393398,0.0827062691229474,-4.40111445303248,1.07696294850437e-05,3.02067781038551e-05,"HIGD1A","25994","HIG1 hypoxia inducible domain family member 1A"
"ENSG00000087448",560.02432401709,-0.359739141801076,0.0817564177822209,-4.40013336640229,1.08184367917487e-05,3.03377399355628e-05,"KLHL42","57542","kelch like family member 42"
"ENSG00000179010",5321.22067569291,0.178906746102699,0.0406679853210316,4.39920356738638,1.0864887500763e-05,3.04620433330287e-05,"MRFAP1","93621","Morf4 family associated protein 1"
"ENSG00000174695",2372.29102493986,0.235267963401968,0.0534843914438357,4.39881537493093,1.08843370348181e-05,3.0510609346428e-05,"TMEM167A","153339","transmembrane protein 167A"
"ENSG00000076201",1152.35840296398,-0.28871214666322,0.065704969227778,-4.39406866872348,1.11248649451522e-05,3.11742190545685e-05,"PTPN23","25930","protein tyrosine phosphatase non-receptor type 23"
"ENSG00000253846",188.773015730186,0.591996725412851,0.134726657997808,4.39405782204203,1.11254203417671e-05,3.11742190545685e-05,"PCDHGA10","56106","protocadherin gamma subfamily A, 10"
"ENSG00000117500",1710.52964086275,0.244621257563789,0.0556719116552315,4.39397984173231,1.1129414047435e-05,3.11793176116947e-05,"TMED5","50999","transmembrane p24 trafficking protein 5"
"ENSG00000188215",428.071662140427,0.398781740013432,0.0907693172870925,4.39335396510842,1.11615174833172e-05,3.12631488727056e-05,"DCUN1D3","123879","defective in cullin neddylation 1 domain containing 3"
"ENSG00000237172",409.377431034253,0.409512793413206,0.0932199571128878,4.39297341573857,1.11810804113856e-05,3.13118285841986e-05,"B3GNT9","84752","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"
"ENSG00000077157",252.538184776941,-0.518241255539574,0.117996246459723,-4.39201475545641,1.12305075308826e-05,3.14441055252612e-05,"PPP1R12B","4660","protein phosphatase 1 regulatory subunit 12B"
"ENSG00000184635",49.0977507081848,-1.16522728382922,0.265333685985177,-4.39155427816398,1.12543231590451e-05,3.15046356478364e-05,"ZNF93","81931","zinc finger protein 93"
"ENSG00000169371",131.431616152558,-0.704992495781838,0.160627535415173,-4.38898906068409,1.13878796862083e-05,3.18722838758612e-05,"SNUPN","10073","snurportin 1"
"ENSG00000178700",133.602144089746,0.717536030991482,0.163515630169847,4.38818007945884,1.14303116893816e-05,3.19847999877895e-05,"DHFR2","200895","dihydrofolate reductase 2"
"ENSG00000103160",471.98432107905,0.415254670937363,0.0946455261859218,4.38747279107135,1.14675334063209e-05,3.20814728955801e-05,"HSDL1","83693","hydroxysteroid dehydrogenase like 1"
"ENSG00000239305",232.116401648235,0.543077196394776,0.123780009425865,4.38743864145559,1.14693334869004e-05,3.20814728955801e-05,"RNF103","7844","ring finger protein 103"
"ENSG00000196199",842.599315092451,0.319615585774914,0.0728601081458167,4.38670205011581,1.15082261053805e-05,3.21839841219309e-05,"MPHOSPH8","54737","M-phase phosphoprotein 8"
"ENSG00000114054",394.106200909839,-0.413975863680752,0.0943794944324064,-4.38629032895739,1.15300201328953e-05,3.22386466613086e-05,"PCCB","5096","propionyl-CoA carboxylase subunit beta"
"ENSG00000105767",99.2113008981704,0.810624895535612,0.18484393561934,4.38545572414656,1.15743200003682e-05,3.23558101981491e-05,"CADM4","199731","cell adhesion molecule 4"
"ENSG00000180035",192.382848576607,0.580628983013875,0.132399979943941,4.38541594386735,1.15764355433166e-05,3.23558101981491e-05,"ZNF48","197407","zinc finger protein 48"
"ENSG00000163812",967.043098205223,-0.293455128591514,0.0669201058309146,-4.38515637337723,1.15902487471598e-05,3.23881054721392e-05,"ZDHHC3","51304","zinc finger DHHC-type palmitoyltransferase 3"
"ENSG00000119771",361.507854947666,0.434812879388985,0.0991786311934739,4.38413874195107,1.16445545281403e-05,3.25335196742761e-05,"KLHL29","114818","kelch like family member 29"
"ENSG00000129255",656.474755591841,-0.333042878278089,0.0759666631689676,-4.38406617304388,1.16484364226333e-05,3.25380262440562e-05,"MPDU1","9526","mannose-P-dolichol utilization defect 1"
"ENSG00000162144",559.988555883108,0.365172162336956,0.0833064851689278,4.38347820816668,1.16799337309728e-05,3.26196552358095e-05,"CYB561A3","220002","cytochrome b561 family member A3"
"ENSG00000067836",153.965531868752,-0.638023953012217,0.145574565362183,-4.38279826853574,1.17164594953566e-05,3.2715293150878e-05,"ROGDI","79641","rogdi atypical leucine zipper"
"ENSG00000122257",1047.5788384554,0.279966107625052,0.0638932924517195,4.3817761909297,1.1771569801341e-05,3.28627764300235e-05,"RBBP6","5930","RB binding protein 6, ubiquitin ligase"
"ENSG00000164151",947.291416877403,-0.29121063454447,0.0664756286092457,-4.38071276100677,1.18291724150859e-05,3.30171587397329e-05,"ICE1","23379","interactor of little elongation complex ELL subunit 1"
"ENSG00000187522",452.900692491897,0.395836239250489,0.090384830661589,4.37945434375537,1.18976844364333e-05,3.3201924985968e-05,"HSPA14","51182","heat shock protein family A (Hsp70) member 14"
"ENSG00000114686",1220.66406403503,-0.267612784152214,0.0611137822988334,-4.37892688172439,1.19265135512972e-05,3.32759009414694e-05,"MRPL3","11222","mitochondrial ribosomal protein L3"
"ENSG00000272031",86.6236272761535,-0.878369642137454,0.200610711601815,-4.37847827328831,1.1951085275885e-05,3.33379719784996e-05,"ANKRD34A","284615","ankyrin repeat domain 34A"
"ENSG00000160796",129.228853892271,-0.700924082136485,0.16010386718409,-4.3779334907042,1.19809897338553e-05,3.34148918267637e-05,"NBEAL2","23218","neurobeachin like 2"
"ENSG00000103275",1334.67667106488,0.262429266077456,0.0599679898510408,4.37615579127006,1.20790695676297e-05,3.36818854111177e-05,"UBE2I","7329","ubiquitin conjugating enzyme E2 I"
"ENSG00000148843",1476.88470913647,-0.240802679551171,0.0550294915055465,-4.37588414799181,1.20941240883075e-05,3.37173082329738e-05,"PDCD11","22984","programmed cell death 11"
"ENSG00000108852",62.7232572246019,-0.999546422409002,0.228573102414513,-4.37298357440301,1.22559948527567e-05,3.41619479462359e-05,"MPP2","4355","MAGUK p55 scaffold protein 2"
"ENSG00000112294",26.686584200075,-1.60246421654083,0.366470435203516,-4.37269711989431,1.22720925684276e-05,3.4200170914073e-05,"ALDH5A1","7915","aldehyde dehydrogenase 5 family member A1"
"ENSG00000071575",558.918706813949,-0.385221856010628,0.0881205314592304,-4.37153350793003,1.23376910794566e-05,3.43763022674348e-05,"TRIB2","28951","tribbles pseudokinase 2"
"ENSG00000163795",236.033921702998,0.577683517784748,0.132156443815872,4.37120961418733,1.23560100076067e-05,3.44206564722392e-05,"ZNF513","130557","zinc finger protein 513"
"ENSG00000182473",1651.34102123059,0.250573449895156,0.0573466293581204,4.36945384061486,1.2455766422984e-05,3.46918132204338e-05,"EXOC7","23265","exocyst complex component 7"
"ENSG00000130304",217.318361844968,-0.566258716344212,0.129598989029283,-4.36931430241532,1.24637273364829e-05,3.47072453849518e-05,"SLC27A1","376497","solute carrier family 27 member 1"
"ENSG00000125779",591.072430099718,0.351192788185356,0.0804104454607258,4.3675020847495,1.25675597231065e-05,3.49895892038575e-05,"PANK2","80025","pantothenate kinase 2"
"ENSG00000138798",25.1165898588587,-1.64773002430915,0.377326287359276,-4.36685722545548,1.26047061398841e-05,3.50861977391454e-05,"EGF","1950","epidermal growth factor"
"ENSG00000157741",257.188823817107,0.519979595218755,0.11909606119021,4.36605199216695,1.26512378269997e-05,3.52088883518343e-05,"UBN2","254048","ubinuclein 2"
"ENSG00000110717",785.874981452622,-0.313328365692844,0.0718082735233242,-4.36340201928224,1.28055307630137e-05,3.56313769251803e-05,"NDUFS8","4728","NADH:ubiquinone oxidoreductase core subunit S8"
"ENSG00000140280",86.7557656991214,-0.853103394983852,0.195550882478765,-4.36256479219158,1.28546498503028e-05,3.57611122217639e-05,"LYSMD2","256586","LysM domain containing 2"
"ENSG00000111647",769.918929413943,0.342957020583986,0.0786389616016289,4.3611590692327,1.2937526443309e-05,3.59846909859377e-05,"BLTP3B","23074","bridge-like lipid transfer protein family member 3B"
"ENSG00000163950",803.076320846365,0.30436660314614,0.0698009975855434,4.36049073328972,1.29771078035991e-05,3.60877841790605e-05,"SLBP","7884","stem-loop histone mRNA binding protein"
"ENSG00000050393",392.328056806498,-0.409145846466328,0.0938369258806367,-4.36017956285966,1.29955758767567e-05,3.61321352556354e-05,"MCUR1","63933","mitochondrial calcium uniporter regulator 1"
"ENSG00000140577",511.418940732602,-0.368793464535836,0.0845947123479061,-4.35953328878438,1.30340126213218e-05,3.62319780969908e-05,"CRTC3","64784","CREB regulated transcription coactivator 3"
"ENSG00000128731",1896.80672211415,0.249570037960279,0.0572598569126342,4.35855154757141,1.30926086538829e-05,3.63878102142121e-05,"HERC2","8924","HECT and RLD domain containing E3 ubiquitin protein ligase 2"
"ENSG00000197380",334.465544368911,0.443869087887149,0.101856526958259,4.35778738135304,1.31383924005777e-05,3.65079801233647e-05,"DACT3","147906","dishevelled binding antagonist of beta catenin 3"
"ENSG00000170006",58.3872985209797,1.04159796474902,0.23913579341257,4.35567570159601,1.32657057553726e-05,3.68546079499802e-05,"TMEM154","201799","transmembrane protein 154"
"ENSG00000168944",485.136441649187,0.38532899409419,0.0884720642485232,4.35537474305764,1.32839461117374e-05,3.68981350355271e-05,"CEP120","153241","centrosomal protein 120"
"ENSG00000176209",63.8136288751102,-0.995906017153806,0.228676138493495,-4.35509373087536,1.33009991669275e-05,3.69383479963027e-05,"SMIM19","114926","small integral membrane protein 19"
"ENSG00000174405",426.198287741866,0.407307751206128,0.0935285643253099,4.35490220708868,1.33126336377271e-05,3.69635002901537e-05,"LIG4","3981","DNA ligase 4"
"ENSG00000172985",912.003069079075,0.291176267282332,0.0668715376649058,4.35426307589068,1.33515291544355e-05,3.70643204807897e-05,"SH3RF3","344558","SH3 domain containing ring finger 3"
"ENSG00000105643",96.4339570564435,0.813732246678274,0.186911876825575,4.35356094271977,1.33943837330285e-05,3.71760900165206e-05,"ARRDC2","27106","arrestin domain containing 2"
"ENSG00000237440",39.2026365286797,1.3538946882727,0.311003227486672,4.35331394858506,1.34094901522215e-05,3.72108162292974e-05,"ZNF737","100129842","zinc finger protein 737"
"ENSG00000167193",2259.79497381501,0.22086717866352,0.0507376942614911,4.3531181674362,1.34214758774704e-05,3.72368708761469e-05,"CRK","1398","CRK proto-oncogene, adaptor protein"
"ENSG00000164941",435.297058747865,-0.406129197068639,0.0933020476004075,-4.35284334603248,1.34383176909908e-05,3.72763856879108e-05,"INTS8","55656","integrator complex subunit 8"
"ENSG00000103152",653.18393166625,0.336446060042409,0.0773001209855236,4.35246485714319,1.34615455386097e-05,3.73333296954131e-05,"MPG","4350","N-methylpurine DNA glycosylase"
"ENSG00000183605",113.419047150303,-0.762324987037523,0.175149521303177,-4.35242403956084,1.34640527985968e-05,3.73333296954131e-05,"SFXN4","119559","sideroflexin 4"
"ENSG00000060069",572.354365133915,0.360442547042238,0.082857284738412,4.35016122215672,1.3603747582486e-05,3.77133856718406e-05,"CTDP1","9150","CTD phosphatase subunit 1"
"ENSG00000178074",451.561678700744,0.392323527929004,0.0901884023604598,4.35004410390805,1.36110153665817e-05,3.77262410846826e-05,"C2orf69","205327","chromosome 2 open reading frame 69"
"ENSG00000197162",103.223387346589,0.779033148386854,0.17910517367657,4.34958484110371,1.36395507179041e-05,3.77980283759347e-05,"ZNF785","146540","zinc finger protein 785"
"ENSG00000163931",5028.2333907426,-0.180407172455715,0.0414954114773896,-4.34764148691517,1.37609298829939e-05,3.81270277148406e-05,"TKT","7086","transketolase"
"ENSG00000144488",55.8590450290622,-1.08509254721397,0.249586791280566,-4.34755598101421,1.37662940545436e-05,3.81345225103747e-05,"ESPNL","339768","espin like"
"ENSG00000273841",777.56565167588,-0.309968363842041,0.0713296944789181,-4.34557257123335,1.38912834765827e-05,3.8473328763552e-05,"TAF9","6880","TATA-box binding protein associated factor 9"
"ENSG00000141627",591.445062066669,-0.364914020013669,0.0840248679911371,-4.34292881069637,1.40595702866775e-05,3.89274632725981e-05,"DYM","54808","dymeclin"
"ENSG00000137185",156.891633192273,0.686416019512979,0.158055179019569,4.34288850116069,1.40621511505808e-05,3.89274632725981e-05,"ZSCAN9","7746","zinc finger and SCAN domain containing 9"
"ENSG00000181218",49.539251609224,1.14959956595071,0.2647097016052,4.34286903343375,1.40633977557584e-05,3.89274632725981e-05,"H2AC25","92815","H2A clustered histone 25"
"ENSG00000183684",814.391655022443,-0.316666195105746,0.0729288482884637,-4.34212527055413,1.41111032156385e-05,3.90519743758148e-05,"ALYREF","10189","Aly/REF export factor"
"ENSG00000135469",77.6746693954553,0.911160651099901,0.209851813128644,4.34192412977312,1.41240310123104e-05,3.90802100612665e-05,"COQ10A","93058","coenzyme Q10A"
"ENSG00000167565",399.876903613488,0.443426856453311,0.102132456431347,4.34168404390999,1.41394766903765e-05,3.91154003118613e-05,"SERTAD3","29946","SERTA domain containing 3"
"ENSG00000181472",520.00433882922,0.411069758010718,0.0946816645037936,4.34159834604774,1.41449938748967e-05,3.91231161349842e-05,"ZBTB2","57621","zinc finger and BTB domain containing 2"
"ENSG00000116661",46.1780785986074,1.16923523299988,0.269313527317283,4.34153918908938,1.41488035673688e-05,3.91261072039407e-05,"FBXO2","26232","F-box protein 2"
"ENSG00000136114",113.522915398281,-0.758691674293316,0.174783835495893,-4.34074279318091,1.42001866136995e-05,3.92606277669297e-05,"THSD1","55901","thrombospondin type 1 domain containing 1"
"ENSG00000115825",909.983839329135,-0.2901396884741,0.0668758434784023,-4.33848267749776,1.43469790591803e-05,3.96588332088868e-05,"PRKD3","23683","protein kinase D3"
"ENSG00000164535",547.741606359408,0.362372930446631,0.0835339274266404,4.33803295989965,1.4376359919469e-05,3.97323911360772e-05,"DAGLB","221955","diacylglycerol lipase beta"
"ENSG00000162545",2032.23180406491,-0.222642320996174,0.0513292063144172,-4.33753679401115,1.44088419039882e-05,3.98144897389393e-05,"CAMK2N1","55450","calcium/calmodulin dependent protein kinase II inhibitor 1"
"ENSG00000187676",156.531557309376,-0.632448855220976,0.145839531009081,-4.33660785141717,1.4469844312308e-05,3.99753491201713e-05,"B3GLCT","145173","beta 3-glucosyltransferase"
"ENSG00000005436",173.534486290916,-0.623816530181498,0.143899535916798,-4.33508368325932,1.45704682783303e-05,4.02455865908195e-05,"GCFC2","6936","GC-rich sequence DNA-binding factor 2"
"ENSG00000116786",1641.39742983243,0.23771145890887,0.0548355925930794,4.33498477298978,1.45770212335403e-05,4.02559332775276e-05,"PLEKHM2","23207","pleckstrin homology and RUN domain containing M2"
"ENSG00000198947",245.01825705166,-0.521164552651115,0.120266084621102,-4.33342911505801,1.46804563627529e-05,4.05337744894568e-05,"DMD","1756","dystrophin"
"ENSG00000145244",139.853910531528,-0.688210679718013,0.158861449219275,-4.33214403557457,1.47664283269936e-05,4.07633009889153e-05,"CORIN","10699","corin, serine peptidase"
"ENSG00000137100",687.567728360738,-0.31840117298289,0.0735762427690144,-4.32749976079208,1.50811509067542e-05,4.16240926008011e-05,"DCTN3","11258","dynactin subunit 3"
"ENSG00000130449",558.551604762007,0.355978444914181,0.0822636093497274,4.32728940205881,1.50955563531113e-05,4.16558348393244e-05,"ZSWIM6","57688","zinc finger SWIM-type containing 6"
"ENSG00000109576",149.213198728683,0.657093218163912,0.151869491281757,4.32669664340176,1.51362192969189e-05,4.1760007875551e-05,"AADAT","51166","aminoadipate aminotransferase"
"ENSG00000182010",46.1325420672967,-1.20410061627746,0.278335199638591,-4.32608099098119,1.51785632937343e-05,4.18687778794851e-05,"RTKN2","219790","rhotekin 2"
"ENSG00000068903",605.694308726481,-0.334053868418758,0.0772949886803266,-4.32180499825576,1.54757936559983e-05,4.26804532347447e-05,"SIRT2","22933","sirtuin 2"
"ENSG00000106153",2643.24221979597,-0.197980602812483,0.0458133288405981,-4.3214629415237,1.54998087016046e-05,4.27384650239784e-05,"CHCHD2","51142","coiled-coil-helix-coiled-coil-helix domain containing 2"
"ENSG00000162244",4773.02968452893,-0.178357828322804,0.0412758842844803,-4.32111465119758,1.5524297896297e-05,4.27977616552855e-05,"RPL29","6159","ribosomal protein L29"
"ENSG00000129933",928.80263749053,0.288305728671653,0.0667491460750523,4.31924220195243,1.56565881364335e-05,4.31541669161239e-05,"MAU2","23383","MAU2 sister chromatid cohesion factor"
"ENSG00000180957",1394.05852068314,-0.249622878591451,0.0578037698652256,-4.3184532630565,1.57126485761144e-05,4.33003638028549e-05,"PITPNB","23760","phosphatidylinositol transfer protein beta"
"ENSG00000271254",181.595902546813,-0.609663313636,0.141210394768502,-4.31741101379592,1.57870021809385e-05,4.34969064893064e-05,"LOC102724250","102724250","neuroblastoma breakpoint family member 1-like"
"ENSG00000167333",144.26930081286,-0.660628905414845,0.15304827839807,-4.31647394096513,1.58541387844378e-05,4.3673492951906e-05,"TRIM68","55128","tripartite motif containing 68"
"ENSG00000061273",1794.10722043769,0.234910440998543,0.0544424900108536,4.31483646232403,1.59721097936353e-05,4.39900185424475e-05,"HDAC7","51564","histone deacetylase 7"
"ENSG00000128641",3080.7128183361,-0.244640687598555,0.0567016740379118,-4.3145231908847,1.59947743662669e-05,4.40439821786932e-05,"MYO1B","4430","myosin IB"
"ENSG00000165194",10.291624711491,4.83504291935073,1.12067620437773,4.31439777204465,1.60038567635103e-05,4.40605317422733e-05,"PCDH19","57526","protocadherin 19"
"ENSG00000164329",671.168059467136,0.330544386624897,0.0766684519340631,4.3113481267259,1.62262205641115e-05,4.46641514606377e-05,"TENT2","167153","terminal nucleotidyltransferase 2"
